Policy Number,Age Band,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Losses,Premium payment
139101,B,37,1,M,Single,13,401,0
136641,C,39,1,M,Married,2,65,0
141188,C,48,1,F,Single,11,17,0
153623,B,15,1,M,Single,2,708,1
150239,C,46,1,F,Single,10,341,0
185354,C,48,1,M,Married,2,277,0
127917,A,1,1,M,Single,13,527,1
154975,B,21,1,F,Married,12,206,0
117922,A,2,1,M,Married,2,892,1
166897,C,49,1,M,Single,3,414,0
166876,A,2,1,M,Married,12,207,0
197116,B,27,1,F,Married,0,341,0
169334,A,8,1,F,Married,8,416,0
155443,C,48,1,F,Married,11,71,0
163409,A,6,1,F,Married,8,280,0
140592,B,27,1,F,Single,8,373,0
140510,B,24,1,F,Single,9,398,0
167408,A,7,1,F,Married,1,458,0
164781,B,27,1,F,Married,8,299,0
101083,B,36,1,F,Married,8,300,0
149604,B,27,1,M,Single,7,472,0
116273,B,28,1,F,Married,3,528,1
134645,C,43,1,F,Single,6,300,0
137626,B,24,1,F,Married,7,292,0
131676,B,29,1,F,Single,5,438,0
191821,C,40,1,F,Married,0,555,1
187013,B,23,1,F,Married,0,525,1
160543,B,34,1,F,Married,1,503,1
170801,B,35,1,M,Married,15,231,0
164081,B,21,1,F,Single,10,404,0
196507,B,25,1,F,Married,7,295,0
148396,C,42,1,M,Married,2,556,1
146365,C,53,1,F,Single,14,153,0
101768,A,1,1,M,Single,13,463,0
170426,B,26,1,F,Married,7,360,0
186998,B,31,1,F,Married,14,128,0
100151,C,51,1,F,Married,11,33,0
155174,A,6,1,F,Single,8,649,1
165557,C,41,1,M,Married,5,56,0
167074,C,45,1,M,Married,9,49,0
150600,B,15,1,F,Single,8,354,0
114136,B,9,1,M,Single,8,385,0
102921,A,4,1,F,Single,14,269,0
188497,C,45,1,M,Married,4,219,0
181091,B,41,1,M,Single,10,419,0
160522,C,43,1,M,Single,5,89,0
105247,C,49,1,F,Married,10,231,0
141491,B,41,1,M,Single,10,458,0
124644,C,49,1,F,Married,5,499,0
107649,A,8,1,M,Single,14,712,1
162227,B,31,1,F,Married,15,315,0
126775,A,8,1,F,Single,10,495,0
174724,B,38,1,F,Single,7,438,0
116565,B,21,1,M,Married,9,351,0
145469,A,6,1,M,Married,12,379,0
127245,B,33,1,M,Single,9,468,0
118206,C,48,1,F,Single,4,137,0
110815,B,18,1,M,Married,3,690,1
133911,B,26,1,F,Married,15,234,0
178457,C,46,1,F,Married,8,228,0
149155,B,33,1,M,Married,2,562,1
121021,C,50,1,F,Single,1,131,0
177475,A,0,1,F,Single,9,517,1
108154,A,0,1,F,Married,4,807,1
109419,C,43,1,M,Married,6,285,0
101213,C,45,1,M,Single,6,266,0
169640,B,35,1,F,Married,5,472,0
124833,B,14,1,F,Single,7,343,0
159118,B,20,1,M,Married,4,470,0
190380,A,4,1,F,Married,12,292,0
196621,B,33,1,M,Single,8,437,0
162258,B,19,1,F,Single,10,417,0
172065,C,45,1,F,Married,4,153,0
199525,A,6,1,F,Married,12,138,0
186553,C,40,1,F,Married,15,93,0
144840,B,34,1,F,Married,12,175,0
142589,B,5,1,M,Married,4,738,1
178609,C,50,1,M,Married,5,154,0
186321,B,19,1,F,Married,7,311,0
139097,A,2,1,F,Single,14,279,0
138650,B,29,1,F,Married,8,329,0
189288,C,52,1,F,Single,1,385,0
135080,C,52,1,M,Married,15,157,0
145160,B,33,1,M,Single,2,816,1
173340,B,16,1,M,Married,5,665,1
104232,C,50,1,F,Single,6,392,0
124329,B,35,1,M,Single,8,389,0
168948,B,32,1,F,Married,7,320,0
102591,B,40,1,F,Single,6,430,0
161574,B,36,1,F,Single,8,488,0
124158,A,5,1,F,Married,11,237,0
187351,A,4,1,M,Married,14,198,0
180840,A,0,1,F,Married,13,277,0
173980,C,48,1,M,Married,2,39,0
134977,A,0,1,M,Married,14,280,0
171799,B,29,1,F,Single,8,466,0
126736,C,46,1,M,Married,2,435,0
111217,C,46,1,M,Married,12,217,0
157575,C,44,1,M,Married,6,67,0
176116,B,20,1,M,Single,0,862,1
192887,A,6,1,F,Single,6,648,1
191565,B,18,1,M,Married,6,400,0
103479,B,15,1,F,Single,4,695,1
193489,B,38,1,F,Married,11,112,0
173815,A,3,1,F,Single,11,240,0
107873,B,38,1,F,Married,2,386,0
143536,C,50,1,M,Married,7,94,0
147647,B,9,1,F,Single,1,601,1
177830,B,20,1,F,Single,6,366,0
142918,B,18,1,F,Married,10,299,0
100328,C,50,1,F,Married,9,227,0
132446,B,23,1,M,Single,6,448,0
167551,B,19,1,F,Single,7,471,0
128196,A,0,1,M,Single,15,789,1
126686,A,5,1,M,Single,11,437,0
161908,C,42,1,M,Married,0,581,1
131627,A,5,1,F,Single,14,481,0
188287,C,52,1,F,Married,8,270,0
179614,C,51,1,M,Married,15,59,0
192750,B,39,1,M,Married,7,353,0
131686,C,43,1,M,Married,8,349,0
110700,C,39,1,M,Single,12,188,0
135717,C,47,1,M,Single,13,212,0
111781,B,11,1,M,Single,12,297,0
145661,B,32,1,M,Single,7,463,0
100466,B,22,1,M,Married,8,356,0
185949,C,45,1,F,Married,10,31,0
123120,B,39,1,M,Married,4,694,1
168636,B,38,1,F,Married,15,143,0
145914,B,20,1,M,Married,3,503,1
198974,B,32,1,M,Married,10,338,0
178634,C,42,1,F,Married,14,89,0
154644,C,43,1,M,Single,3,455,0
194121,B,22,1,F,Married,8,346,0
116227,C,42,1,M,Married,5,446,0
191814,B,17,1,F,Married,3,518,1
109289,C,45,1,M,Married,5,367,0
178345,B,13,1,M,Married,6,321,0
154693,B,20,1,M,Single,12,487,0
125227,A,2,1,M,Married,10,473,0
150132,B,20,1,M,Married,15,242,0
126266,A,4,1,F,Single,4,569,1
118850,A,6,1,F,Single,3,642,1
124463,C,46,1,M,Married,9,42,0
131180,C,39,1,F,Married,12,148,0
186749,B,40,1,M,Married,3,409,0
122657,B,18,1,F,Married,4,576,1
145012,C,51,1,M,Single,12,161,0
100786,C,48,1,F,Married,9,123,0
192390,C,49,1,M,Single,8,147,0
158539,A,0,1,F,Single,13,518,1
146923,B,18,1,F,Single,11,241,0
162109,A,6,1,M,Married,13,497,0
116124,B,10,1,F,Married,8,320,0
100778,B,7,1,M,Single,9,563,1
139081,C,51,1,F,Married,7,126,0
187168,B,10,1,F,Married,11,107,0
175049,B,19,1,M,Married,15,207,0
173363,B,12,1,M,Single,4,919,1
144054,A,4,1,F,Married,12,191,0
152671,B,27,1,F,Single,7,379,0
153403,B,12,1,M,Single,10,502,1
160694,A,2,1,F,Single,14,272,0
147937,B,12,1,F,Married,8,287,0
176186,C,52,1,F,Single,14,235,0
118255,B,7,1,F,Married,6,356,0
109043,A,8,1,M,Single,15,441,0
104541,B,6,1,F,Single,1,481,0
166825,C,43,1,M,Married,1,179,0
159500,B,7,1,M,Single,6,411,0
177911,B,36,1,F,Married,1,445,0
153573,B,15,1,F,Married,13,250,0
119092,C,50,1,M,Single,15,162,0
129748,A,5,1,F,Single,14,681,1
126456,B,32,1,F,Married,12,309,0
122069,A,0,1,F,Married,12,429,0
131356,A,5,1,M,Single,6,801,1
151642,C,46,1,M,Single,8,378,0
113032,A,3,1,M,Single,15,606,1
108463,C,51,1,F,Single,8,343,0
176059,C,42,1,F,Single,9,366,0
143523,B,29,1,M,Single,6,531,1
186245,A,0,1,M,Married,14,256,0
198629,A,5,1,M,Married,8,652,1
119432,B,40,1,F,Single,15,402,0
192266,B,19,1,F,Single,3,589,1
102045,A,7,1,M,Married,13,365,0
179112,B,6,1,M,Single,6,491,0
189352,B,24,1,F,Married,14,189,0
156529,B,10,1,M,Single,6,430,0
163874,B,5,1,F,Married,10,349,0
114484,B,17,1,M,Single,8,499,0
145495,B,28,1,M,Married,4,631,1
123426,C,44,1,M,Married,2,480,0
190221,A,6,1,F,Single,14,536,1
146679,B,8,1,F,Single,14,307,0
170472,B,27,1,M,Single,6,434,0
190925,C,48,1,F,Married,6,120,0
115145,C,41,1,M,Married,4,526,1
175375,B,36,1,F,Married,11,298,0
115477,C,48,1,F,Single,14,31,0
125091,A,3,1,F,Single,12,192,0
193856,C,48,1,M,Married,12,63,0
149488,B,11,1,M,Married,5,664,1
118991,C,49,1,F,Single,6,76,0
136917,A,0,1,F,Married,13,224,0
116160,B,24,1,F,Married,10,327,0
110919,B,33,1,F,Single,8,462,0
152775,A,4,1,M,Single,13,460,0
125754,A,6,1,M,Single,15,571,1
134751,C,49,1,F,Married,8,149,0
132670,C,47,1,M,Single,4,231,0
183541,A,6,1,M,Married,3,546,1
111262,A,6,1,M,Married,14,293,0
188528,C,43,1,F,Married,2,600,1
170272,A,6,1,F,Married,12,494,0
118295,C,44,1,F,Married,5,545,1
152108,B,16,1,M,Single,14,398,0
160767,B,12,1,M,Single,4,728,1
108895,B,31,1,F,Married,5,512,1
103314,C,50,1,F,Married,1,383,0
139998,B,22,1,M,Married,6,361,0
158343,B,31,1,M,Single,8,405,0
118235,C,44,1,M,Single,15,169,0
156799,B,10,1,M,Single,5,564,1
183711,B,25,1,M,Married,2,390,0
188597,B,10,1,M,Single,0,722,1
100749,B,26,1,M,Married,2,592,1
164115,C,49,1,F,Single,8,313,0
132666,C,49,1,F,Single,5,194,0
170477,B,6,1,M,Single,11,547,1
164401,C,41,1,M,Single,7,91,0
130529,A,0,1,F,Single,13,351,0
147956,C,47,1,M,Single,0,738,1
134885,B,27,1,F,Single,6,453,0
171570,B,31,1,M,Married,6,312,0
171431,B,30,1,M,Single,9,462,0
126908,B,38,1,M,Single,15,214,0
149066,B,20,1,M,Single,5,497,0
195325,C,41,1,M,Single,15,237,0
113159,A,5,1,F,Single,12,669,1
184508,C,50,1,M,Single,6,102,0
114217,B,12,1,M,Married,11,325,0
130640,B,24,1,M,Married,6,410,0
153534,A,0,1,F,Single,15,272,0
190425,C,44,1,M,Single,9,415,0
187343,B,25,1,F,Married,8,334,0
198805,B,11,1,M,Single,7,514,1
109426,B,22,1,F,Single,7,404,0
128094,B,25,1,F,Married,2,472,0
169338,B,17,1,F,Married,10,313,0
177247,B,19,1,F,Married,8,359,0
154004,C,47,1,F,Married,5,270,0
137599,B,15,1,M,Single,0,511,1
146401,B,24,1,M,Single,6,514,1
148634,B,19,1,F,Married,11,303,0
128822,A,3,1,M,Married,13,250,0
138623,A,3,1,M,Married,15,455,0
164760,C,46,1,F,Single,4,346,0
129417,C,44,1,F,Married,9,221,0
177456,A,0,1,F,Married,15,228,0
172545,B,34,1,M,Married,10,361,0
186696,B,39,1,M,Married,10,345,0
126188,A,0,1,F,Married,14,382,0
163501,A,1,1,F,Married,9,391,0
160863,C,45,1,M,Single,1,102,0
109324,C,51,1,M,Married,8,300,0
133285,C,39,1,F,Single,6,45,0
145555,C,46,1,M,Married,6,137,0
183570,A,4,1,F,Married,15,108,0
110500,B,9,1,M,Single,0,666,1
192550,C,43,1,F,Married,10,53,0
114834,B,38,1,F,Married,15,300,0
113103,B,22,1,M,Married,14,154,0
114225,B,33,1,F,Married,11,182,0
174405,C,48,1,F,Single,2,281,0
151729,B,40,1,M,Married,3,625,1
135404,B,37,1,M,Married,14,187,0
187258,C,43,1,F,Married,0,375,0
181116,A,5,1,M,Married,10,693,1
101613,A,2,1,F,Married,6,343,0
176590,B,36,1,F,Single,10,375,0
175844,A,6,1,F,Married,7,369,0
111950,B,6,1,F,Married,9,382,0
133739,B,30,1,F,Single,7,453,0
186803,A,0,1,M,Single,14,836,1
137221,C,46,1,M,Married,7,244,0
102201,B,29,1,F,Married,4,588,1
196797,A,0,1,M,Married,15,170,0
180874,B,31,1,M,Single,12,166,0
184119,B,36,1,M,Married,10,375,0
154426,C,53,1,M,Single,11,99,0
155732,B,13,1,M,Married,1,417,0
147903,C,46,1,M,Single,13,169,0
166932,B,9,1,M,Married,6,387,0
118090,C,49,1,M,Married,9,152,0
167464,B,36,1,F,Married,0,369,0
190059,C,47,1,F,Single,15,101,0
107952,C,47,1,M,Single,10,98,0
111407,B,17,1,M,Single,8,480,0
178800,C,51,1,M,Single,6,524,1
170569,C,51,1,M,Married,14,284,0
142228,A,0,1,F,Married,14,237,0
172181,A,0,1,F,Single,11,703,1
149102,A,0,1,F,Single,15,514,1
114383,A,3,1,M,Married,7,460,0
119492,A,0,1,F,Married,12,258,0
138210,C,51,1,F,Married,13,70,0
193059,A,0,1,M,Married,14,195,0
139789,A,4,1,F,Single,11,562,1
157767,B,15,1,M,Married,8,347,0
161497,C,49,1,F,Married,2,151,0
174691,B,31,1,M,Married,10,354,0
117770,A,2,1,F,Married,12,178,0
181759,B,6,1,M,Single,9,466,0
115759,C,49,1,M,Married,1,366,0
141628,A,4,1,F,Married,8,319,0
144657,A,0,1,M,Married,10,457,0
132983,A,5,1,F,Single,1,1069,1
150218,C,51,1,F,Single,8,221,0
169299,B,34,1,F,Married,14,209,0
112455,B,17,1,F,Single,9,459,0
129126,B,22,1,M,Married,7,352,0
199532,B,7,1,F,Married,6,346,0
197834,B,19,1,M,Single,7,444,0
199301,A,3,1,F,Single,15,584,1
176055,B,19,1,F,Married,10,340,0
110213,B,28,1,M,Single,12,343,0
175460,C,49,1,F,Married,11,35,0
196111,A,1,1,M,Single,11,660,1
177948,B,27,1,F,Single,4,688,1
123025,A,5,1,F,Single,7,426,0
130340,B,31,1,M,Single,4,600,1
199204,B,20,1,M,Married,10,320,0
197568,B,17,1,F,Married,12,150,0
162636,B,26,1,M,Single,7,427,0
151496,C,40,1,M,Married,13,89,0
191771,B,23,1,F,Married,8,285,0
195426,C,49,1,M,Married,8,355,0
196322,A,3,1,F,Married,14,296,0
156319,B,13,1,M,Married,0,626,1
121043,A,3,1,F,Single,11,414,0
178330,C,44,1,M,Single,5,329,0
158855,A,1,1,F,Married,2,488,0
180944,A,5,1,F,Single,11,728,1
148240,B,39,1,M,Single,8,416,0
144420,B,38,1,F,Single,10,405,0
157213,C,42,1,F,Single,9,187,0
164170,B,25,1,F,Married,11,248,0
107331,A,0,1,F,Single,10,848,1
108070,C,45,1,M,Married,14,185,0
191798,C,50,1,F,Single,6,408,0
106607,B,23,1,F,Single,15,138,0
195955,B,36,1,M,Single,14,260,0
163791,B,12,1,F,Single,7,425,0
147385,B,9,1,M,Single,9,401,0
178441,A,0,1,F,Single,8,690,1
123977,B,21,1,F,Single,10,381,0
186755,B,18,1,M,Married,9,393,0
145204,C,41,1,F,Single,11,370,0
193091,C,45,1,M,Married,10,277,0
100865,A,8,1,F,Single,12,343,0
169080,B,28,1,F,Single,6,377,0
193669,C,47,1,M,Single,13,306,0
122312,B,22,1,M,Single,6,424,0
101711,A,4,1,F,Married,6,432,0
179457,B,10,1,F,Married,13,221,0
129038,C,44,1,F,Single,12,284,0
116970,A,8,1,M,Married,12,280,0
112251,C,50,1,F,Single,8,480,0
196688,A,7,1,M,Single,2,1381,1
113794,B,38,1,F,Married,8,308,0
115383,B,35,1,F,Married,10,334,0
147959,B,17,1,M,Married,7,347,0
136616,A,0,1,F,Married,13,266,0
167843,C,40,1,M,Married,7,285,0
178817,A,1,1,M,Single,8,896,1
123654,A,0,1,F,Married,1,728,1
119260,C,44,1,M,Married,10,90,0
156108,A,0,1,F,Married,12,271,0
194350,B,21,1,F,Married,13,157,0
177905,A,4,1,M,Married,9,725,1
186695,C,47,1,F,Married,2,246,0
140582,B,30,1,F,Married,9,275,0
149779,C,49,1,M,Married,7,318,0
143893,B,26,1,F,Married,7,322,0
133469,C,50,1,M,Single,15,237,0
122220,A,0,1,F,Single,12,425,0
153422,C,47,1,M,Married,11,30,0
179705,B,18,1,M,Married,2,601,1
127878,B,22,1,M,Married,14,389,0
150485,C,44,1,M,Married,15,57,0
150318,B,13,1,M,Single,1,616,1
184859,C,46,1,F,Married,11,128,0
131590,B,12,1,M,Single,4,821,1
126364,C,50,1,M,Single,1,98,0
174263,B,29,1,M,Married,1,422,0
101997,B,29,1,M,Married,12,202,0
145644,B,8,1,M,Single,5,748,1
156502,B,23,1,F,Married,11,289,0
112132,C,44,1,M,Married,0,202,0
195610,B,23,1,F,Married,11,198,0
134149,C,43,1,F,Married,7,116,0
133468,B,10,1,F,Married,15,179,0
134101,C,43,1,M,Single,15,68,0
155082,C,51,1,F,Married,13,116,0
115142,A,6,1,M,Single,14,513,1
103670,C,44,1,F,Married,2,236,0
154343,B,13,1,F,Single,6,447,0
128942,A,1,1,M,Married,12,238,0
109093,B,21,1,F,Single,4,739,1
146649,A,2,1,M,Single,12,352,0
162980,C,53,1,M,Single,15,251,0
131374,A,7,1,M,Married,3,1209,1
100285,C,47,1,M,Married,9,35,0
147736,B,27,1,F,Married,10,329,0
104527,B,18,1,M,Single,6,460,0
193241,C,41,1,M,Married,12,46,0
156296,B,10,1,F,Single,13,242,0
134318,C,39,1,M,Married,14,117,0
176052,C,51,1,M,Married,2,153,0
142880,B,24,1,F,Married,1,437,0
164802,B,10,1,M,Single,12,247,0
184416,B,38,1,F,Married,15,322,0
188884,A,0,1,F,Single,12,350,0
176278,C,46,1,F,Single,5,147,0
177905,B,14,1,F,Single,9,373,0
176016,A,3,1,F,Married,14,329,0
158925,B,35,1,F,Married,2,330,0
131450,C,50,1,M,Married,14,222,0
144515,B,11,1,M,Married,2,537,1
106507,B,27,1,M,Single,6,402,0
132202,B,30,1,F,Single,8,341,0
131607,B,26,1,F,Married,9,335,0
152294,B,36,1,M,Married,14,148,0
190404,A,6,1,F,Single,10,758,1
132962,B,26,1,F,Married,3,410,0
149721,C,53,1,F,Married,13,98,0
111512,C,52,1,F,Single,10,408,0
149939,C,53,1,F,Married,8,63,0
116276,A,8,1,M,Single,11,394,0
130583,B,24,1,F,Single,1,481,0
119016,C,49,1,M,Single,3,180,0
189771,A,5,1,M,Single,12,225,0
190812,B,9,1,M,Single,14,457,0
197495,C,44,1,M,Married,0,79,0
185418,B,20,1,M,Married,3,626,1
130769,A,6,1,M,Single,11,950,1
162881,C,42,1,M,Single,6,149,0
182077,B,25,1,M,Single,9,432,0
115585,C,51,1,M,Single,15,302,0
104074,C,52,1,M,Married,7,184,0
157822,B,41,1,M,Single,8,426,0
154695,B,39,1,M,Married,8,380,0
185050,B,32,1,F,Married,3,440,0
183979,C,43,1,F,Married,10,240,0
188331,C,48,1,M,Single,10,159,0
143484,B,22,1,M,Married,13,159,0
191389,C,49,1,F,Single,13,82,0
196611,A,0,1,F,Married,11,521,1
132478,B,34,1,M,Married,3,536,1
162503,B,29,1,F,Married,6,337,0
188139,B,26,1,F,Single,10,472,0
114054,A,4,1,M,Single,12,481,0
184811,B,17,1,F,Married,6,284,0
114357,A,4,1,F,Single,7,809,1
173922,A,5,1,F,Single,8,407,0
181090,B,37,1,M,Single,6,394,0
171007,B,6,1,F,Single,10,392,0
185576,B,38,1,M,Married,0,488,0
109483,C,46,1,M,Married,10,100,0
162559,A,3,1,F,Married,14,283,0
121784,A,2,1,F,Single,6,577,1
181434,C,51,1,M,Married,8,205,0
163322,A,5,1,F,Single,9,518,1
192393,B,25,1,F,Married,10,308,0
173162,B,13,1,M,Single,5,600,1
151843,B,24,1,M,Married,10,359,0
160115,B,33,1,F,Single,12,294,0
140578,B,14,1,M,Married,11,407,0
139539,B,33,1,F,Single,8,368,0
128135,B,14,1,F,Single,6,463,0
136631,A,2,1,F,Married,12,192,0
159342,B,13,1,M,Married,10,359,0
187431,A,0,1,F,Married,11,222,0
113780,C,43,1,F,Married,0,447,0
108052,A,1,1,M,Single,12,939,1
120707,A,4,1,F,Single,15,573,1
120777,C,50,1,M,Married,2,449,0
199074,C,50,1,M,Single,13,256,0
102319,A,3,1,M,Single,11,853,1
104980,A,0,1,M,Married,8,477,0
181837,A,4,1,F,Single,11,272,0
196356,A,0,1,M,Married,13,238,0
164360,A,0,1,F,Married,12,396,0
136359,A,3,1,F,Married,3,503,1
113819,B,32,1,F,Married,9,359,0
150686,B,23,1,F,Single,8,370,0
113036,B,11,1,M,Married,14,260,0
108161,B,25,1,F,Married,7,329,0
131341,B,8,1,F,Married,12,126,0
183715,C,44,1,M,Single,0,577,1
194376,C,52,1,M,Single,8,153,0
179585,B,37,1,F,Married,11,343,0
178821,B,38,1,F,Single,15,490,0
152551,A,0,1,M,Married,11,282,0
120184,B,33,1,F,Married,9,331,0
127064,B,8,1,M,Single,9,485,0
101209,C,43,1,M,Single,4,262,0
132131,B,19,1,M,Married,9,377,0
112370,C,47,1,M,Married,10,72,0
101733,B,31,1,F,Married,2,645,1
152774,B,18,1,F,Single,7,485,0
157408,A,0,1,F,Single,13,419,0
182149,A,0,1,M,Single,13,564,1
188268,C,44,1,M,Single,13,264,0
128649,B,6,1,M,Single,4,637,1
152732,C,51,1,F,Single,12,103,0
121023,A,4,1,F,Married,9,303,0
123822,A,0,1,F,Single,10,433,0
155758,C,52,1,M,Married,3,117,0
140201,A,5,1,F,Single,15,698,1
133123,A,0,1,F,Married,13,320,0
192355,C,42,1,F,Married,7,160,0
104292,C,41,1,M,Single,11,300,0
145276,A,5,1,F,Married,15,252,0
106458,A,4,1,F,Married,6,490,0
171066,C,46,1,M,Married,0,377,0
153763,A,0,1,M,Single,13,580,1
113131,A,0,1,F,Single,11,432,0
153668,C,47,1,M,Married,6,325,0
152669,B,14,1,F,Single,3,405,0
181057,B,38,1,M,Single,15,176,0
106693,B,35,1,M,Married,0,721,1
129418,C,46,1,F,Single,4,424,0
160916,A,1,1,F,Single,0,1132,1
125172,B,21,1,M,Single,15,277,0
108517,B,27,1,M,Married,14,270,0
137465,A,6,1,F,Single,14,283,0
134189,A,7,1,F,Married,12,167,0
141943,B,33,1,F,Married,10,300,0
102157,A,3,1,F,Married,9,326,0
139778,C,49,1,M,Single,12,297,0
187135,C,52,1,M,Single,10,188,0
155755,A,8,1,F,Single,10,608,1
110474,A,1,1,F,Single,5,842,1
196644,B,33,1,M,Single,10,391,0
177381,C,50,1,F,Married,12,85,0
175368,B,20,1,F,Single,0,598,1
126150,C,49,1,M,Married,9,83,0
191603,C,48,1,M,Married,10,34,0
113027,B,14,1,F,Married,8,318,0
131459,B,11,1,M,Single,5,811,1
107265,A,3,1,M,Married,12,303,0
186064,A,1,1,F,Single,12,626,1
118262,A,4,1,M,Single,10,953,1
175141,C,47,1,F,Married,15,20,0
135261,A,0,1,F,Married,10,282,0
112865,C,40,1,F,Married,8,31,0
175324,C,47,1,M,Married,11,213,0
154115,A,6,1,M,Single,15,610,1
136045,B,11,1,F,Married,8,285,0
156028,C,44,1,M,Single,5,274,0
163731,A,0,1,M,Married,15,445,0
194671,C,39,1,M,Single,7,128,0
127563,C,51,1,F,Married,2,350,0
154480,B,26,1,M,Single,2,517,1
188834,A,4,1,F,Single,14,773,1
144689,C,44,1,F,Married,6,230,0
160702,C,50,1,F,Single,11,216,0
145914,C,50,1,M,Single,9,285,0
127510,A,5,1,F,Married,14,211,0
174515,C,44,1,M,Single,1,531,1
129161,B,25,1,F,Single,12,326,0
186293,B,9,1,F,Married,4,591,1
131849,B,26,1,M,Single,12,364,0
130405,A,3,1,F,Married,13,428,0
190620,A,0,1,M,Single,15,451,0
160732,A,4,1,M,Married,12,366,0
178493,A,7,1,F,Married,15,523,1
151124,A,1,1,F,Married,14,408,0
168263,C,46,1,M,Married,0,551,1
173044,B,30,1,F,Married,8,302,0
181070,C,46,1,F,Married,3,205,0
149419,B,9,1,F,Single,10,396,0
162111,B,29,1,M,Married,7,383,0
185377,A,0,1,F,Single,8,500,1
182724,C,43,1,F,Married,14,17,0
127716,B,13,1,F,Single,2,708,1
180478,A,6,1,F,Married,12,247,0
165149,B,21,1,F,Single,2,602,1
191464,C,46,1,F,Single,1,142,0
172571,B,27,1,F,Single,8,426,0
143774,A,0,1,F,Married,13,408,0
152479,B,16,1,M,Married,9,313,0
111131,B,28,1,M,Single,11,350,0
115591,B,10,1,M,Single,9,421,0
169182,C,44,1,F,Married,0,172,0
190402,C,42,1,F,Single,13,193,0
129879,C,47,1,F,Married,2,222,0
194685,A,4,1,M,Married,9,708,1
100599,B,27,1,M,Married,7,395,0
123039,A,7,1,F,Single,12,328,0
166267,A,3,1,F,Single,9,534,1
170631,B,24,1,F,Married,12,233,0
117296,B,22,1,M,Married,7,338,0
176266,A,0,1,F,Single,9,501,1
166099,C,51,1,M,Married,2,588,1
110149,B,38,1,F,Single,12,277,0
195044,B,8,1,F,Single,10,440,0
141276,C,45,1,M,Single,14,351,0
130880,B,31,1,M,Married,3,736,1
102965,C,46,1,M,Married,8,224,0
170061,A,0,1,F,Married,9,297,0
116113,B,28,1,F,Married,15,199,0
127645,C,51,1,F,Married,0,269,0
198391,B,10,1,F,Single,15,283,0
105405,A,0,1,M,Single,8,855,1
116177,C,41,1,F,Married,6,39,0
113068,A,5,1,M,Married,9,535,1
184120,B,30,1,M,Married,7,345,0
148268,B,11,1,F,Single,2,426,0
113794,B,24,1,M,Single,7,431,0
162128,B,33,1,M,Single,7,505,1
128988,B,12,1,M,Single,8,578,1
107925,B,23,1,M,Single,4,673,1
176097,B,25,1,F,Single,0,410,0
126368,B,32,1,F,Married,3,378,0
139959,B,27,1,F,Single,6,398,0
180914,B,32,1,F,Single,13,369,0
128087,A,4,1,F,Single,14,343,0
114224,C,48,1,M,Married,6,53,0
154742,B,18,1,M,Married,8,377,0
158125,A,4,1,M,Single,0,1341,1
131509,A,4,1,M,Single,5,1621,1
181260,A,0,1,M,Single,12,382,0
124724,A,4,1,M,Single,13,1240,1
161929,B,28,1,M,Married,15,157,0
178289,A,0,1,F,Single,5,936,1
133381,A,7,1,M,Single,4,1098,1
159302,B,13,1,M,Single,7,436,0
163061,B,15,1,F,Single,4,370,0
182950,A,1,1,F,Single,5,838,1
141876,C,40,1,F,Single,1,400,0
188354,B,17,1,M,Married,10,349,0
153109,A,3,1,M,Married,12,249,0
183778,B,40,1,M,Married,2,747,1
150525,A,5,1,F,Married,14,497,0
144991,A,7,1,M,Married,10,710,1
166068,B,27,1,F,Married,12,206,0
167739,A,4,1,M,Married,13,259,0
100774,B,29,1,F,Married,0,670,1
154532,B,30,1,M,Single,5,576,1
126765,B,22,1,M,Married,5,431,0
122083,A,6,1,M,Married,15,616,1
160884,C,44,1,M,Married,14,57,0
105433,A,6,1,F,Single,1,880,1
107635,B,22,1,F,Single,6,335,0
149376,B,24,1,F,Married,4,339,0
102304,B,34,1,M,Single,8,470,0
152480,C,44,1,F,Married,7,261,0
181019,A,0,1,M,Single,13,336,0
126645,B,17,1,M,Single,6,432,0
151038,C,41,1,M,Married,14,33,0
148820,C,46,1,F,Married,5,162,0
125398,A,7,1,M,Single,13,833,1
146706,B,26,1,F,Single,9,393,0
168111,B,12,1,M,Married,0,661,1
153613,B,11,1,M,Single,11,451,0
127331,A,7,1,F,Single,15,511,1
197182,C,48,1,F,Single,5,55,0
195601,A,1,1,F,Single,12,547,1
150562,C,48,1,F,Married,1,167,0
135632,B,30,1,F,Single,7,358,0
168453,B,6,1,M,Single,10,435,0
184932,B,35,1,F,Married,0,620,1
175027,C,50,1,M,Single,12,407,0
143057,C,50,1,F,Single,9,392,0
146321,C,50,1,F,Married,0,112,0
120742,A,5,1,M,Single,12,342,0
108621,B,13,1,F,Married,7,373,0
126104,C,51,1,F,Married,10,34,0
176273,A,2,1,F,Single,8,718,1
176827,B,12,1,F,Married,14,250,0
160708,B,17,1,M,Single,8,419,0
194543,C,52,1,F,Single,0,229,0
173970,B,12,1,F,Married,4,427,0
172897,A,4,1,M,Single,12,929,1
172979,A,4,1,F,Married,13,278,0
148421,B,7,1,F,Single,8,319,0
196991,B,30,1,F,Single,0,397,0
171806,B,16,1,F,Married,15,142,0
161900,B,31,1,F,Married,10,338,0
119017,B,16,1,F,Married,12,267,0
189205,A,2,1,F,Single,10,743,1
140645,B,28,1,F,Married,5,479,0
